Date,esw,MaxT,MinT,Radn,Rain,es,sws(1),sws(2),sws(3),sws(4)
2016-12-16,120.704,26.5,11.0,13.0,1.1,1.463,0.047,0.254,0.293,0.3
2016-12-17,120.595,24.5,13.5,29.0,0.0,0.355,0.044,0.254,0.293,0.3
2016-12-18,120.485,24.5,6.5,31.0,0.0,0.348,0.042,0.253,0.293,0.3
2016-12-19,120.376,32.0,7.0,28.0,0.0,0.206,0.041,0.253,0.293,0.3
2016-12-20,120.266,26.5,17.5,28.0,0.2,0.31,0.041,0.253,0.293,0.3
2016-12-21,120.157,27.0,10.5,25.0,0.0,0.109,0.041,0.253,0.293,0.3
2016-12-22,120.049,31.5,11.5,31.0,0.0,0.109,0.041,0.252,0.293,0.3
2016-12-23,119.94,35.5,13.0,28.0,0.0,0.109,0.041,0.252,0.293,0.3
2016-12-24,119.832,35.0,18.5,25.0,0.1,0.208,0.041,0.252,0.293,0.3
2016-12-25,119.724,37.5,17.5,30.0,0.0,0.108,0.041,0.252,0.292,0.3
2016-12-26,119.617,35.5,24.0,16.0,0.0,0.108,0.041,0.251,0.292,0.3
2016-12-27,119.51,30.5,20.0,11.0,2.3,2.407,0.041,0.251,0.292,0.3
2016-12-28,119.403,39.0,21.5,19.0,0.0,0.107,0.041,0.251,0.292,0.3
2016-12-29,125.666,34.5,24.5,14.0,14.1,3.944,0.144,0.251,0.292,0.3
2016-12-30,123.06,31.5,20.0,28.0,2.6,5.206,0.118,0.251,0.292,0.3
2016-12-31,122.535,32.0,13.5,27.0,0.0,0.525,0.114,0.25,0.292,0.3
