Date,esw,MaxT,MinT,Radn,Rain,es,sws(1),sws(2),sws(3),sws(4),sws(5),sws(6)
5/3/2012,89.553,22.5,12.5,19,0,3.243,0.186,0.272,0.353,0.28,0.219,0.2
6/3/2012,86.747,23.5,11.5,23,0,2.806,0.168,0.254,0.349,0.282,0.229,0.2
7/3/2012,85.322,23.5,12.5,25,0,1.425,0.159,0.242,0.345,0.282,0.24,0.2
8/3/2012,84.22,25,13,24,0,1.101,0.152,0.233,0.34,0.281,0.25,0.2
9/3/2012,83.289,27.5,11.5,23,0,0.931,0.146,0.227,0.336,0.279,0.257,0.202
10/3/2012,82.468,23,11,24,0,0.822,0.141,0.223,0.333,0.276,0.261,0.206
11/3/2012,81.724,25,9,20,0,0.744,0.136,0.22,0.33,0.274,0.263,0.211
12/3/2012,81.04,26.5,10.5,23,0,0.684,0.132,0.218,0.327,0.271,0.263,0.216
13/03/2012,80.402,29.5,10.5,23,0,0.637,0.128,0.216,0.326,0.269,0.263,0.22
14/03/2012,79.804,32,14,12,0,0.599,0.124,0.215,0.324,0.267,0.263,0.225
15/03/2012,79.237,30.5,18.5,14,0.6,1.166,0.121,0.215,0.323,0.265,0.262,0.229
16/03/2012,86.835,23,17.5,11,9.9,2.302,0.172,0.214,0.322,0.264,0.26,0.233
17/03/2012,82.548,23,11,22,0.1,4.387,0.143,0.214,0.322,0.262,0.259,0.236
18/03/2012,81.797,25,10.5,22,0,0.751,0.139,0.214,0.321,0.261,0.258,0.239
19/03/2012,81.107,26,12,22,0,0.69,0.134,0.214,0.321,0.261,0.257,0.241
20/03/2012,80.466,28.5,15,19,0,0.642,0.13,0.214,0.32,0.26,0.256,0.242
21/03/2012,79.863,21.5,16.5,15,0,0.602,0.126,0.214,0.32,0.259,0.255,0.244
22/03/2012,79.294,21,8,21,0,0.57,0.123,0.214,0.32,0.259,0.255,0.245
23/03/2012,78.752,19,11,18,0,0.542,0.12,0.214,0.32,0.259,0.254,0.246
24/03/2012,78.235,21,9.5,11,0,0.517,0.116,0.214,0.32,0.258,0.254,0.247
25/03/2012,77.739,21,9,16,0,0.496,0.113,0.214,0.32,0.258,0.253,0.247
26/03/2012,77.261,22.5,7,20,0,0.477,0.111,0.214,0.319,0.258,0.253,0.247
27/03/2012,76.801,22,10.5,14,0,0.46,0.108,0.214,0.319,0.258,0.253,0.248
28/03/2012,76.356,25,8,19,0,0.445,0.105,0.214,0.319,0.258,0.252,0.248
29/03/2012,75.924,28.5,11,19,0,0.432,0.102,0.214,0.319,0.258,0.252,0.248
30/03/2012,75.505,29.5,12,19,0,0.419,0.1,0.214,0.319,0.258,0.252,0.248
31/03/2012,75.098,32,15,16,0,0.407,0.098,0.214,0.319,0.258,0.252,0.248
1/4/2012,75.098,24,10,18,0,0,0.098,0.213,0.319,0.258,0.252,0.248
2/4/2012,74.876,27.5,7,17,0,0.221,0.097,0.213,0.319,0.258,0.252,0.248
3/4/2012,74.66,28.5,15.5,17,0,0.216,0.096,0.213,0.318,0.258,0.252,0.248
4/4/2012,74.449,29,11.5,19,0,0.211,0.094,0.213,0.318,0.258,0.252,0.248
5/4/2012,74.243,30,12,19,0,0.207,0.093,0.213,0.318,0.258,0.252,0.248
6/4/2012,74.041,31,13.5,15,0,0.202,0.092,0.213,0.318,0.258,0.252,0.249
7/4/2012,74.342,20,7,19,0.5,0.198,0.095,0.213,0.318,0.258,0.252,0.249
8/4/2012,74.148,19.5,6,11,0,0.194,0.094,0.213,0.318,0.258,0.252,0.249
9/4/2012,73.957,19,8.5,14,0,0.191,0.093,0.213,0.318,0.258,0.252,0.249
10/4/2012,73.77,18,4,15,0,0.187,0.092,0.213,0.317,0.258,0.252,0.249
11/4/2012,73.585,21.5,4,18,0,0.184,0.091,0.213,0.317,0.258,0.252,0.249
12/4/2012,73.404,23.5,4,18,0,0.181,0.09,0.213,0.317,0.258,0.252,0.249
13/04/2012,73.226,24.5,4,17,0,0.178,0.089,0.213,0.317,0.258,0.252,0.249
14/04/2012,73.05,27,6.5,15,0,0.176,0.088,0.213,0.317,0.258,0.252,0.249
15/04/2012,72.877,29,10,17,0,0.173,0.087,0.213,0.317,0.258,0.252,0.249
16/04/2012,72.707,26.5,10,17,0,0.17,0.086,0.213,0.317,0.258,0.252,0.249
17/04/2012,72.539,27,9.5,17,0,0.168,0.086,0.213,0.317,0.258,0.252,0.249
18/04/2012,72.373,26,10.5,15,0,0.166,0.085,0.213,0.316,0.258,0.252,0.249
19/04/2012,72.21,23,15,11,0,0.163,0.084,0.213,0.316,0.258,0.252,0.249
20/04/2012,74.948,26,10.5,14,2.9,0.161,0.102,0.213,0.316,0.258,0.252,0.249
21/04/2012,74.789,26.5,10.5,14,0,0.159,0.102,0.213,0.316,0.258,0.252,0.249
22/04/2012,75.232,24.5,15,12,2.2,1.757,0.105,0.212,0.316,0.258,0.252,0.249
23/04/2012,75.077,19.5,8.5,12,0.5,0.655,0.104,0.212,0.316,0.258,0.252,0.249
24/04/2012,74.923,13.5,4.5,10,0,0.153,0.103,0.212,0.316,0.258,0.252,0.249
25/04/2012,74.772,18,6,13,0.7,0.852,0.103,0.212,0.316,0.258,0.252,0.249
26/04/2012,74.621,18,6.5,8,0,0.15,0.102,0.212,0.315,0.258,0.252,0.249
27/04/2012,74.473,20.5,6.5,14,0,0.148,0.101,0.212,0.315,0.258,0.252,0.249
28/04/2012,74.326,22,4,15,0,0.147,0.101,0.212,0.315,0.258,0.252,0.249
29/04/2012,74.181,18,7,15,0,0.145,0.1,0.212,0.315,0.258,0.252,0.249
30/04/2012,74.038,17.5,4,10,0,0.144,0.099,0.212,0.315,0.258,0.252,0.249
1/5/2012,73.895,24.5,6,13,0,0.142,0.099,0.212,0.315,0.258,0.252,0.249
2/5/2012,73.755,17.5,11.5,12,1.2,1.341,0.098,0.212,0.315,0.258,0.252,0.249
3/5/2012,73.615,17,2.5,12,0,0.139,0.097,0.212,0.315,0.258,0.252,0.249
4/5/2012,73.477,15.5,3.5,9,0,0.138,0.097,0.212,0.314,0.258,0.252,0.249
5/5/2012,73.34,16,5.5,8,0,0.137,0.096,0.212,0.314,0.258,0.252,0.249
6/5/2012,73.205,17,3,11,0,0.136,0.095,0.212,0.314,0.258,0.252,0.249
7/5/2012,73.07,20,7,9,0.3,0.434,0.095,0.212,0.314,0.258,0.252,0.249
8/5/2012,72.937,24,8,13,0,0.133,0.094,0.212,0.314,0.258,0.252,0.249
9/5/2012,72.805,22,12,8,0,0.132,0.094,0.212,0.314,0.258,0.252,0.249
10/5/2012,72.675,21,5,13,0,0.131,0.093,0.212,0.314,0.258,0.252,0.249
11/5/2012,72.545,19,5.5,10,0,0.13,0.092,0.211,0.314,0.258,0.252,0.249
12/5/2012,72.416,16,2,12,0,0.129,0.092,0.211,0.313,0.258,0.252,0.249
13/05/2012,72.289,17,6.5,11,0,0.128,0.091,0.211,0.313,0.258,0.252,0.249
14/05/2012,72.162,18,4,10,0,0.127,0.091,0.211,0.313,0.258,0.252,0.249
15/05/2012,72.037,18,5,10,0,0.126,0.09,0.211,0.313,0.258,0.252,0.249
16/05/2012,71.912,18.5,5.5,11,0,0.125,0.09,0.211,0.313,0.258,0.252,0.249
17/05/2012,71.788,18.5,2,12,0,0.124,0.089,0.211,0.313,0.258,0.252,0.249
18/05/2012,71.666,21,4,10,0,0.123,0.089,0.211,0.313,0.258,0.252,0.249
19/05/2012,71.544,18.5,5,9,0,0.122,0.088,0.211,0.313,0.258,0.252,0.249
20/05/2012,71.423,16.5,1.5,12,0,0.121,0.088,0.211,0.312,0.258,0.252,0.249
21/05/2012,71.303,17,-1.5,10,0,0.12,0.087,0.211,0.312,0.258,0.252,0.249
22/05/2012,71.184,20,2.5,11,0,0.119,0.087,0.211,0.312,0.258,0.252,0.249
23/05/2012,71.066,21.5,7.5,11,0,0.118,0.086,0.211,0.312,0.258,0.252,0.249
24/05/2012,70.948,17,5,8,0,0.117,0.086,0.211,0.312,0.258,0.252,0.249
25/05/2012,75.423,12,6.5,5,5.3,0.825,0.116,0.211,0.312,0.258,0.252,0.249
26/05/2012,76.065,16,7,6,1.7,1.058,0.12,0.211,0.312,0.258,0.252,0.249
27/05/2012,74.969,15.5,5,11,0,1.096,0.113,0.211,0.312,0.258,0.252,0.249
28/05/2012,74.816,15.5,6.5,10,0,0.152,0.112,0.211,0.311,0.258,0.252,0.249
29/05/2012,74.666,16,2.5,10,0,0.151,0.112,0.21,0.311,0.258,0.252,0.249
30/05/2012,74.517,17,1,12,0,0.149,0.111,0.21,0.311,0.258,0.252,0.249
31/05/2012,74.37,17.5,1.5,12,0,0.147,0.11,0.21,0.311,0.258,0.252,0.249
1/6/2012,74.224,17.5,3,9,0,0.146,0.11,0.21,0.311,0.258,0.252,0.249
2/6/2012,74.08,16.5,2.5,8,0,0.144,0.109,0.21,0.311,0.258,0.252,0.249
3/6/2012,73.938,15.5,4,11,0,0.143,0.108,0.21,0.311,0.258,0.252,0.249
4/6/2012,73.796,14,-1,6,0,0.141,0.108,0.21,0.311,0.258,0.252,0.249
5/6/2012,80.493,14,4,6,7.7,1.003,0.152,0.21,0.31,0.258,0.252,0.249
6/6/2012,79.265,14.5,2,10,0,1.228,0.144,0.21,0.31,0.258,0.252,0.249
7/6/2012,79.04,14,0,7,0,0.225,0.143,0.21,0.31,0.258,0.252,0.249
8/6/2012,78.82,13.5,0.5,7,0,0.22,0.142,0.21,0.31,0.258,0.252,0.249
9/6/2012,78.605,16,2.5,6,0,0.215,0.141,0.21,0.31,0.258,0.252,0.249
10/6/2012,78.395,15,3,10,0,0.21,0.14,0.21,0.31,0.258,0.252,0.249
11/6/2012,78.19,15.5,1,11,0,0.205,0.138,0.21,0.31,0.258,0.252,0.249
12/6/2012,77.989,16,2,7,0,0.201,0.137,0.21,0.31,0.258,0.252,0.249
13/06/2012,77.792,17,2,8,0,0.197,0.136,0.21,0.31,0.258,0.252,0.249
14/06/2012,77.598,14.5,6,4,0,0.194,0.135,0.21,0.309,0.258,0.252,0.249
15/06/2012,77.408,16,6,9,0,0.19,0.134,0.21,0.309,0.258,0.252,0.249
16/06/2012,77.222,17.5,3.5,8,0,0.187,0.133,0.21,0.309,0.258,0.252,0.249
17/06/2012,77.038,16,6.5,8,0,0.183,0.132,0.21,0.309,0.258,0.252,0.249
18/06/2012,76.858,15,7,3,0,0.18,0.131,0.21,0.309,0.258,0.252,0.249
19/06/2012,76.68,13.5,4.5,10,0.5,0.678,0.13,0.21,0.309,0.258,0.252,0.249
20/06/2012,76.505,17,-1,8,0,0.175,0.129,0.21,0.309,0.258,0.252,0.249
21/06/2012,76.333,10.5,5.5,3,0.2,0.372,0.129,0.21,0.309,0.258,0.252,0.249
22/06/2012,92.908,11,6.5,5,17.4,0.824,0.214,0.228,0.312,0.258,0.252,0.249
23/06/2012,91.93,13,0.5,8,0.3,1.279,0.203,0.227,0.315,0.258,0.252,0.249
24/06/2012,91.458,15,4,5,0.2,0.672,0.2,0.223,0.317,0.258,0.252,0.249
25/06/2012,90.394,15,7.5,6,0,1.064,0.193,0.22,0.318,0.258,0.252,0.249
26/06/2012,90.279,11.5,3.5,10,1.5,1.615,0.192,0.218,0.319,0.258,0.252,0.249
27/06/2012,89.26,13.5,0,10,0,1.019,0.186,0.217,0.32,0.258,0.252,0.249
28/06/2012,88.553,14.5,2,6,0,0.708,0.181,0.216,0.32,0.258,0.252,0.249
29/06/2012,87.976,14,5.5,7,0,0.577,0.177,0.215,0.32,0.258,0.252,0.249
30/06/2012,88.198,13,5,7,1.4,1.178,0.179,0.215,0.32,0.258,0.252,0.249
1/7/2012,88.006,11.5,1.5,5,0.6,0.792,0.178,0.214,0.32,0.258,0.252,0.249
2/7/2012,88.526,13.5,4,10,2.2,1.68,0.181,0.214,0.32,0.258,0.252,0.249
3/7/2012,87.678,15,4,8,0,0.848,0.176,0.214,0.32,0.258,0.252,0.249
4/7/2012,87.212,14,1,9,0,0.466,0.173,0.214,0.32,0.258,0.252,0.249
5/7/2012,86.789,14,0.5,11,0,0.423,0.17,0.214,0.32,0.258,0.252,0.25
6/7/2012,86.4,13.5,-0.5,11,0,0.389,0.168,0.214,0.32,0.258,0.252,0.25
7/7/2012,86.037,13,-3,11,0,0.363,0.166,0.214,0.32,0.258,0.252,0.25
8/7/2012,85.696,15,-2,8,0,0.341,0.164,0.214,0.32,0.258,0.252,0.25
9/7/2012,85.374,16.5,3,5,0.1,0.423,0.162,0.214,0.319,0.258,0.252,0.25
10/7/2012,98.449,13,8.5,3,13.6,0.524,0.219,0.235,0.323,0.259,0.252,0.25
11/7/2012,105.189,14,8,6,7.8,1.061,0.22,0.259,0.329,0.261,0.253,0.25
12/7/2012,104.297,14.5,8,5,0,0.891,0.207,0.251,0.332,0.264,0.255,0.251
13/07/2012,105.839,15,8,7,2.8,1.258,0.206,0.248,0.333,0.266,0.256,0.253
14/07/2012,104.616,12.5,7,9,0,1.224,0.198,0.237,0.333,0.267,0.258,0.256
15/07/2012,107.466,14,3,8,4.2,1.35,0.205,0.238,0.333,0.268,0.259,0.259
16/07/2012,107.876,15.5,6,5,1.3,0.89,0.205,0.233,0.332,0.269,0.26,0.262
17/07/2012,106.57,16,8.5,8,0,1.307,0.196,0.227,0.33,0.269,0.261,0.266
18/07/2012,105.336,13.5,4.5,9,0.3,1.534,0.188,0.223,0.329,0.268,0.261,0.27
19/07/2012,104.328,13.5,-0.5,11,0,1.008,0.182,0.22,0.327,0.267,0.261,0.274
20/07/2012,103.623,15.5,2.5,7,0,0.704,0.177,0.218,0.326,0.266,0.261,0.278
21/07/2012,103.049,16.5,3,10,0,0.575,0.174,0.217,0.324,0.265,0.26,0.281
22/07/2012,102.551,16.5,3,10,0,0.498,0.17,0.216,0.323,0.264,0.26,0.285
23/07/2012,102.105,15.5,1.5,10,0,0.446,0.168,0.215,0.322,0.263,0.259,0.287
24/07/2012,101.698,14.5,3.5,7,0,0.407,0.165,0.214,0.322,0.262,0.258,0.29
25/07/2012,101.321,15.5,6.5,7,0,0.377,0.163,0.214,0.321,0.261,0.257,0.292
26/07/2012,109.298,12,6.5,6,9,1.023,0.206,0.221,0.322,0.261,0.256,0.294
27/07/2012,112.487,14.5,7.5,9,4.8,1.611,0.207,0.233,0.324,0.261,0.256,0.296
28/07/2012,112.055,15,3.5,9,1.1,1.532,0.201,0.23,0.325,0.262,0.256,0.298
29/07/2012,110.391,13,2.5,10,0,1.665,0.19,0.225,0.325,0.262,0.256,0.299
30/07/2012,109.172,14,3.5,11,0,1.121,0.182,0.221,0.325,0.263,0.256,0.301
31/07/2012,108.302,14,5,11,0,0.636,0.178,0.219,0.324,0.262,0.256,0.302
1/8/2012,107.439,14.5,1,14,0,0.536,0.175,0.217,0.323,0.262,0.256,0.303
2/8/2012,106.579,14,0,9,0,0.472,0.172,0.216,0.323,0.262,0.256,0.303
3/8/2012,105.733,16,3,13,0,0.427,0.169,0.215,0.322,0.261,0.256,0.303
4/8/2012,104.91,16,5,12,0,0.393,0.167,0.215,0.322,0.261,0.256,0.303
5/8/2012,104.121,17,6,11,0.6,0.965,0.165,0.214,0.321,0.26,0.255,0.303
6/8/2012,103.374,13,2.5,11,0,0.343,0.163,0.214,0.321,0.26,0.255,0.303
7/8/2012,102.674,16,1,13,0,0.325,0.161,0.214,0.321,0.26,0.254,0.303
8/8/2012,102.024,13.5,5.5,6,0,0.309,0.159,0.214,0.32,0.259,0.254,0.303
9/8/2012,106.187,13.5,4.5,13,6.7,2.232,0.189,0.214,0.32,0.259,0.254,0.302
10/8/2012,105.139,15,5.5,11,0,0.782,0.184,0.214,0.32,0.259,0.253,0.302
11/8/2012,104.296,15,4.5,9,0,0.614,0.18,0.214,0.32,0.258,0.253,0.302
12/8/2012,103.58,16.5,4.5,14,0,0.523,0.177,0.214,0.32,0.258,0.253,0.302
13/08/2012,102.955,17,-0.5,14,0,0.463,0.174,0.214,0.32,0.258,0.253,0.301
14/08/2012,102.402,15.5,4.5,9,0,0.42,0.171,0.214,0.32,0.258,0.253,0.301
15/08/2012,103.334,15,1,8,2.4,1.36,0.178,0.214,0.32,0.258,0.252,0.301
16/08/2012,102.445,15,5.5,9,0.8,1.602,0.173,0.214,0.319,0.258,0.252,0.301
17/08/2012,112.083,11,6.5,7,10.9,1.184,0.212,0.232,0.322,0.259,0.252,0.301
18/08/2012,113.921,14,6,12,4,2.07,0.204,0.241,0.326,0.26,0.253,0.301
19/08/2012,112.584,12,1.5,8,0.1,1.305,0.197,0.233,0.327,0.262,0.254,0.301
20/08/2012,111.294,13.5,4.5,9,0.1,1.197,0.189,0.227,0.327,0.263,0.255,0.301
21/08/2012,110.301,18,3.5,14,0.2,0.931,0.185,0.223,0.326,0.263,0.255,0.302
22/08/2012,109.381,21,8,10,0,0.589,0.181,0.22,0.325,0.263,0.256,0.303
23/08/2012,108.483,17,7,14,0,0.507,0.178,0.218,0.324,0.263,0.256,0.303
24/08/2012,108.91,13.5,5,10,2.6,1.738,0.184,0.217,0.323,0.262,0.256,0.303
25/08/2012,107.667,13.5,3,10,0,0.781,0.179,0.216,0.323,0.262,0.256,0.304
26/08/2012,106.734,14,5,13,0.3,0.76,0.176,0.215,0.322,0.261,0.256,0.304
27/08/2012,105.85,15,-1,14,0,0.418,0.173,0.214,0.322,0.261,0.256,0.304
28/08/2012,105.016,19.5,3.5,17,0,0.386,0.171,0.214,0.321,0.26,0.255,0.303
29/08/2012,104.236,19,8.5,15,0,0.36,0.169,0.214,0.321,0.26,0.255,0.303
30/08/2012,103.513,13.5,6,16,0.6,0.938,0.167,0.214,0.32,0.259,0.254,0.303
31/08/2012,102.846,15.5,2.5,15,0.1,0.421,0.165,0.214,0.32,0.259,0.254,0.303
1/9/2012,102.235,16,0.5,18,0,0.305,0.163,0.214,0.32,0.259,0.254,0.302
2/9/2012,101.679,19,-0.5,19,0,0.292,0.161,0.214,0.32,0.259,0.253,0.302
3/9/2012,101.173,23,2,17,0,0.28,0.16,0.214,0.32,0.258,0.253,0.302
4/9/2012,100.713,25,5.5,19,0,0.27,0.158,0.214,0.32,0.258,0.253,0.301
5/9/2012,100.296,21.5,11,9,0,0.261,0.156,0.214,0.32,0.258,0.253,0.301
6/9/2012,99.914,19,11,15,0,0.252,0.155,0.214,0.319,0.258,0.252,0.301
7/9/2012,104.533,15.5,7,13,7.1,2.377,0.187,0.214,0.319,0.258,0.252,0.301
8/9/2012,103.895,17,8,13,0,0.554,0.183,0.214,0.319,0.258,0.252,0.301
9/9/2012,103.344,17.5,7,19,0,0.484,0.18,0.214,0.319,0.258,0.252,0.301
10/9/2012,102.856,20,0.5,19,0,0.436,0.177,0.214,0.319,0.258,0.252,0.3
11/9/2012,102.415,22,3.5,20,0,0.399,0.175,0.214,0.319,0.258,0.252,0.3
12/9/2012,102.011,26,6,18,0,0.371,0.172,0.214,0.319,0.258,0.252,0.3
13/09/2012,102.292,15.5,5.5,19,2.7,2.394,0.175,0.214,0.319,0.258,0.252,0.3
14/09/2012,101.906,14.5,2,8,0,0.367,0.172,0.214,0.319,0.258,0.252,0.3
15/09/2012,101.547,17.5,5.5,17,0,0.344,0.17,0.214,0.319,0.258,0.252,0.3
16/09/2012,101.21,17.5,4.5,8,0,0.325,0.168,0.214,0.319,0.258,0.252,0.3
17/09/2012,100.892,18.5,8.5,10,0,0.309,0.167,0.214,0.318,0.258,0.252,0.3
18/09/2012,112.627,16,8.5,12,13.9,2.149,0.21,0.239,0.323,0.259,0.252,0.3
19/09/2012,110.731,18.5,3,13,0.2,2.056,0.196,0.232,0.325,0.26,0.253,0.3
20/09/2012,111.701,26,10,18,4.2,3.145,0.193,0.234,0.326,0.261,0.253,0.301
21/09/2012,110.393,20.5,10.5,16,0,1.16,0.185,0.228,0.326,0.262,0.254,0.301
22/09/2012,109.427,21.5,4.5,22,0,0.747,0.181,0.223,0.326,0.263,0.255,0.302
23/09/2012,108.539,19,9,20,0,0.597,0.177,0.22,0.325,0.263,0.256,0.302
24/09/2012,107.673,16,4.5,20,0,0.512,0.174,0.218,0.324,0.263,0.256,0.303
25/09/2012,106.816,18.5,0.5,20,0,0.456,0.171,0.217,0.323,0.262,0.256,0.303
26/09/2012,105.969,24,3.5,18,0,0.415,0.168,0.216,0.323,0.262,0.256,0.303
27/09/2012,105.139,30.5,10.5,20,0,0.383,0.166,0.215,0.322,0.261,0.256,0.303
28/09/2012,104.335,18.5,12.5,7,0,0.358,0.164,0.214,0.322,0.261,0.255,0.303
29/09/2012,105.407,15,6,21,4,2.497,0.174,0.214,0.321,0.26,0.255,0.303
30/09/2012,104.555,16.5,3,17,0,0.445,0.171,0.214,0.321,0.26,0.255,0.303
1/10/2012,103.774,19.5,3,22,0,0.407,0.169,0.214,0.32,0.259,0.254,0.303
2/10/2012,103.06,23.5,4.5,24,0,0.377,0.166,0.214,0.32,0.259,0.254,0.303
3/10/2012,102.409,27,5,24,0,0.352,0.164,0.214,0.32,0.259,0.254,0.302
4/10/2012,101.816,31.5,9.5,25,0,0.332,0.162,0.214,0.32,0.259,0.253,0.302
5/10/2012,101.279,22,8.5,23,0,0.315,0.16,0.214,0.32,0.258,0.253,0.302
6/10/2012,100.791,11.5,9.5,7,0,0.301,0.158,0.214,0.32,0.258,0.253,0.301
