Date,esw,MaxT,MinT,Radn,Rain,es,sws(1),sws(2),sws(3),sws(4),sws(5),sws(6)
7/10/2012,115.126,17,3,19,17.4,2.865,0.209,0.246,0.325,0.26,0.253,0.301
8/10/2012,113.628,16.5,5.5,18,0,1.314,0.201,0.236,0.327,0.261,0.254,0.301
9/10/2012,112.627,18.5,3,22,0,0.779,0.196,0.229,0.327,0.262,0.254,0.302
10/10/2012,111.736,16,4,14,0.1,0.713,0.192,0.225,0.326,0.263,0.255,0.302
11/10/2012,110.873,14,4,10,0.2,0.722,0.188,0.221,0.326,0.263,0.256,0.303
12/10/2012,111.671,17,5.5,20,4,2.802,0.192,0.222,0.325,0.263,0.256,0.303
13/10/2012,110.598,19.5,6,17,0,0.624,0.188,0.219,0.324,0.263,0.256,0.304
14/10/2012,109.582,24,2.5,26,0,0.529,0.185,0.218,0.324,0.263,0.256,0.304
15/10/2012,108.606,31,10.5,13,0,0.467,0.182,0.216,0.323,0.262,0.256,0.304
16/10/2012,107.668,22,10.5,11,0,0.423,0.179,0.215,0.322,0.262,0.256,0.304
17/10/2012,106.772,20.5,3.5,24,1,1.39,0.177,0.215,0.322,0.261,0.256,0.304
18/10/2012,105.924,23,5,21,0,0.363,0.175,0.214,0.321,0.261,0.255,0.304
19/10/2012,105.127,31.5,10,23,0,0.341,0.173,0.214,0.321,0.26,0.255,0.304
20/10/2012,104.385,25.5,8,23,0,0.323,0.171,0.214,0.321,0.26,0.255,0.303
21/10/2012,103.7,21.5,8.5,25,0,0.307,0.169,0.214,0.32,0.259,0.254,0.303
22/10/2012,103.071,21,4.5,27,0,0.294,0.167,0.214,0.32,0.259,0.254,0.303
23/10/2012,102.496,24.5,6.5,23,0,0.282,0.165,0.214,0.32,0.259,0.254,0.302
24/10/2012,101.973,27,9.5,11,0,0.271,0.164,0.214,0.32,0.259,0.253,0.302
25/10/2012,101.499,23.5,14.5,20,0,0.262,0.162,0.214,0.32,0.258,0.253,0.302
26/10/2012,101.068,19.5,6,16,0,0.253,0.161,0.214,0.32,0.258,0.253,0.301
27/10/2012,100.676,20.5,5,25,0,0.246,0.159,0.214,0.32,0.258,0.253,0.301
28/10/2012,100.318,25.5,5.5,26,0,0.238,0.158,0.214,0.319,0.258,0.252,0.301
29/10/2012,99.989,30,9.5,24,0,0.232,0.157,0.214,0.319,0.258,0.252,0.301
30/10/2012,99.686,33,9,29,0,0.226,0.155,0.214,0.319,0.258,0.252,0.301
31/10/2012,99.405,35.5,13.5,15,0,0.22,0.154,0.214,0.319,0.258,0.252,0.3
1/11/2012,99.141,19.5,11.5,16,0,0.215,0.153,0.214,0.319,0.258,0.252,0.3
2/11/2012,94.914,21,7,21,0,4.189,0.125,0.214,0.319,0.258,0.252,0.3
3/11/2012,94.265,25,8.5,18,0,0.619,0.121,0.214,0.319,0.258,0.252,0.3
4/11/2012,93.659,33.5,8.5,25,0,0.583,0.118,0.214,0.319,0.258,0.252,0.3
5/11/2012,93.088,31,17,9,0,0.553,0.114,0.214,0.318,0.258,0.252,0.3
6/11/2012,92.547,27,18.5,10,0,0.528,0.111,0.214,0.318,0.258,0.252,0.3
7/11/2012,92.031,25,13.5,10,0,0.505,0.108,0.214,0.318,0.258,0.252,0.3
8/11/2012,91.538,26,9.5,27,0,0.485,0.105,0.214,0.318,0.258,0.252,0.3
9/11/2012,91.065,22,7.5,28,0,0.468,0.102,0.214,0.318,0.258,0.252,0.3
10/11/2012,90.608,24,4.5,30,0,0.452,0.1,0.214,0.318,0.258,0.252,0.3
11/11/2012,90.167,28.5,7.5,30,0,0.437,0.097,0.214,0.318,0.258,0.252,0.3
12/11/2012,89.74,31,15.5,26,0,0.424,0.095,0.214,0.318,0.258,0.252,0.3
13/11/2012,89.326,23.5,7,27,0,0.412,0.092,0.213,0.317,0.258,0.252,0.3
14/11/2012,88.923,27,7,27,0,0.401,0.09,0.213,0.317,0.258,0.252,0.3
15/11/2012,88.531,23.5,8.5,18,0,0.391,0.087,0.213,0.317,0.258,0.252,0.3
16/11/2012,88.148,23,10,26,0,0.382,0.085,0.213,0.317,0.258,0.252,0.3
17/11/2012,87.774,24.5,7,25,0,0.373,0.083,0.213,0.317,0.258,0.252,0.3
18/11/2012,87.409,23.5,7,27,0,0.365,0.081,0.213,0.317,0.258,0.252,0.3
19/11/2012,87.052,28,6.5,31,0,0.357,0.079,0.213,0.317,0.258,0.252,0.3
20/11/2012,86.701,30.5,11.5,26,0,0.35,0.077,0.213,0.317,0.258,0.252,0.3
21/11/2012,86.358,26.5,16,28,0,0.343,0.075,0.213,0.316,0.258,0.252,0.3
22/11/2012,86.021,28,7.5,30,0,0.337,0.073,0.213,0.316,0.258,0.252,0.3
23/11/2012,85.867,31,10.5,26,0,0.331,0.071,0.213,0.316,0.258,0.252,0.3
24/11/2012,85.822,35.5,13.5,24,0,0.325,0.069,0.213,0.316,0.258,0.252,0.3
25/11/2012,85.776,35,17.5,26,0,0.319,0.067,0.213,0.316,0.258,0.252,0.3
26/11/2012,85.73,30,14,20,0,0.314,0.065,0.213,0.316,0.258,0.252,0.3
27/11/2012,85.684,30.5,17,25,0.1,0.409,0.064,0.213,0.316,0.258,0.252,0.3
28/11/2012,85.637,36,16,29,0,0.305,0.062,0.213,0.316,0.258,0.252,0.3
29/11/2012,85.589,43,22,27,0,0.3,0.06,0.213,0.316,0.258,0.252,0.3
30/11/2012,85.541,34,23.5,9,0,0.296,0.059,0.212,0.315,0.258,0.252,0.3
1/12/2012,85.493,31.5,21.5,17,0.7,0.992,0.057,0.212,0.315,0.258,0.252,0.3
2/12/2012,85.444,25.5,11,27,0,0.288,0.055,0.212,0.315,0.258,0.252,0.3
3/12/2012,85.395,24.5,9.5,23,0,0.284,0.054,0.212,0.315,0.258,0.252,0.3
4/12/2012,85.345,21.5,10,24,0,0.28,0.052,0.212,0.315,0.258,0.252,0.3
5/12/2012,85.295,22.5,11,19,0,0.277,0.051,0.212,0.315,0.258,0.252,0.3
6/12/2012,85.244,27.5,9.5,26,0,0.273,0.049,0.212,0.315,0.258,0.252,0.3
7/12/2012,85.193,31.5,15,20,0,0.27,0.048,0.212,0.315,0.258,0.252,0.3
8/12/2012,85.142,38,17,26,0,0.267,0.046,0.212,0.314,0.258,0.252,0.3
9/12/2012,85.09,25,12.5,32,0,0.264,0.045,0.212,0.314,0.258,0.252,0.3
10/12/2012,85.038,29.5,9,32,0,0.261,0.044,0.211,0.314,0.258,0.252,0.3
11/12/2012,84.986,32.5,12.5,32,0,0.258,0.042,0.211,0.314,0.258,0.252,0.3
12/12/2012,84.933,35,16.5,27,0,0.255,0.041,0.211,0.314,0.258,0.252,0.3
13/12/2012,84.88,38.5,20.5,25,0,0.253,0.039,0.211,0.314,0.258,0.252,0.3
14/12/2012,84.827,28,21,8,0,0.25,0.038,0.211,0.314,0.258,0.252,0.3
15/12/2012,84.773,28,20.5,15,1.2,1.447,0.037,0.211,0.314,0.258,0.252,0.3
16/12/2012,84.719,24,16,17,0,0.13,0.036,0.211,0.314,0.258,0.252,0.3
17/12/2012,84.666,25.5,8.5,31,0,0.054,0.036,0.211,0.313,0.258,0.252,0.3
18/12/2012,84.612,31,10,32,0,0.054,0.036,0.211,0.313,0.258,0.252,0.3
19/12/2012,84.559,37,16.5,27,0,0.054,0.036,0.21,0.313,0.258,0.252,0.3
20/12/2012,84.505,27.5,12.5,30,1.7,1.753,0.036,0.21,0.313,0.258,0.252,0.3
21/12/2012,84.452,30.5,10.5,32,0,0.053,0.036,0.21,0.313,0.258,0.252,0.3
22/12/2012,84.399,34.5,11.5,31,0,0.053,0.036,0.21,0.313,0.258,0.252,0.3
23/12/2012,84.346,40,15,25,0,0.053,0.036,0.21,0.313,0.258,0.252,0.3
24/12/2012,84.293,31,23,15,0,0.053,0.036,0.21,0.313,0.258,0.252,0.3
25/12/2012,84.24,27,10.5,31,0,0.053,0.036,0.21,0.312,0.258,0.252,0.3
26/12/2012,84.187,30,11,32,0,0.053,0.036,0.209,0.312,0.258,0.252,0.3
27/12/2012,84.134,34.5,15,26,0,0.053,0.036,0.209,0.312,0.258,0.252,0.3
28/12/2012,84.082,28,13,30,0,0.053,0.036,0.209,0.312,0.258,0.252,0.3
29/12/2012,84.029,29,10.5,31,0,0.053,0.036,0.209,0.312,0.258,0.252,0.3
30/12/2012,83.977,30,12,33,0,0.053,0.036,0.209,0.312,0.258,0.252,0.3
31/12/2012,83.924,33,11,32,0,0.052,0.036,0.209,0.312,0.258,0.252,0.3
1/1/2013,83.872,34.5,12.5,31,0,0.052,0.036,0.209,0.312,0.258,0.252,0.3
2/1/2013,83.82,30.5,13,29,0,0.052,0.036,0.209,0.312,0.258,0.252,0.3
3/1/2013,83.768,38.5,15,32,0,0.052,0.036,0.209,0.311,0.258,0.252,0.3
4/1/2013,83.716,42.5,21,32,0,0.052,0.036,0.208,0.311,0.258,0.252,0.3
5/1/2013,83.664,42,23,31,0,0.052,0.036,0.208,0.311,0.258,0.252,0.3
6/1/2013,83.612,37.5,17,32,0,0.052,0.036,0.208,0.311,0.258,0.252,0.3
7/1/2013,83.56,42.5,17.5,31,0,0.052,0.036,0.208,0.311,0.258,0.252,0.3
8/1/2013,83.509,36.5,20,30,0,0.052,0.036,0.208,0.311,0.258,0.252,0.3
9/1/2013,83.457,25,11.5,28,0,0.052,0.036,0.208,0.311,0.258,0.252,0.3
10/1/2013,83.406,31,9.5,32,0,0.052,0.036,0.208,0.311,0.258,0.252,0.3
11/1/2013,83.354,41.5,16,29,0,0.051,0.036,0.208,0.311,0.258,0.252,0.3
12/1/2013,83.303,26,17,17,0,0.051,0.036,0.207,0.31,0.258,0.252,0.3
13/01/2013,83.252,19.5,16,8,0,0.051,0.036,0.207,0.31,0.258,0.252,0.3
14/01/2013,83.201,27,8.5,30,4.3,4.351,0.036,0.207,0.31,0.258,0.252,0.3
15/01/2013,83.15,32.5,10.5,31,0,0.051,0.036,0.207,0.31,0.258,0.252,0.3
16/01/2013,83.099,37,14.5,30,0,0.051,0.036,0.207,0.31,0.258,0.252,0.3
17/01/2013,83.048,43,16,28,0,0.051,0.036,0.207,0.31,0.258,0.252,0.3
18/01/2013,82.997,35,23.5,26,0,0.051,0.036,0.207,0.31,0.258,0.252,0.3
19/01/2013,82.946,29,14.5,27,0,0.051,0.036,0.207,0.31,0.258,0.252,0.3
20/01/2013,82.896,34,11.5,30,0,0.051,0.036,0.206,0.31,0.258,0.252,0.3
21/01/2013,82.845,36.5,14.5,30,0,0.051,0.036,0.206,0.309,0.258,0.252,0.3
22/01/2013,82.795,32,14,31,0,0.051,0.036,0.206,0.309,0.258,0.252,0.3
23/01/2013,82.745,30,15,31,0,0.05,0.036,0.206,0.309,0.258,0.252,0.3
24/01/2013,82.694,36.5,12.5,30,0,0.05,0.036,0.206,0.309,0.258,0.252,0.3
25/01/2013,82.644,32,21,19,0,0.05,0.036,0.206,0.309,0.258,0.252,0.3
26/01/2013,82.594,29,13,29,0,0.05,0.036,0.206,0.309,0.258,0.252,0.3
27/01/2013,82.544,29,11.5,27,0,0.05,0.036,0.206,0.309,0.258,0.252,0.3
28/01/2013,82.494,31.5,12.5,29,0,0.05,0.036,0.205,0.309,0.258,0.252,0.3
29/01/2013,82.444,26,14.5,28,0,0.05,0.036,0.205,0.309,0.258,0.252,0.3
30/01/2013,82.394,28.5,9,30,0,0.05,0.036,0.205,0.309,0.258,0.252,0.3
31/01/2013,82.345,31,13.5,24,0,0.05,0.036,0.205,0.308,0.258,0.252,0.3
1/2/2013,82.295,22,10,25,0,0.05,0.036,0.205,0.308,0.258,0.252,0.3
2/2/2013,82.246,26,9.5,29,0,0.05,0.036,0.205,0.308,0.258,0.252,0.3
3/2/2013,82.196,30.5,14,26,0,0.05,0.036,0.205,0.308,0.258,0.252,0.3
4/2/2013,82.147,32,13,29,0,0.049,0.036,0.205,0.308,0.258,0.252,0.3
5/2/2013,82.098,34,11.5,29,0,0.049,0.036,0.205,0.308,0.258,0.252,0.3
6/2/2013,82.048,38.5,14,28,0,0.049,0.036,0.204,0.308,0.258,0.252,0.3
7/2/2013,81.999,38,17.5,23,0,0.049,0.036,0.204,0.308,0.258,0.252,0.3
8/2/2013,81.95,34.5,18,26,0,0.049,0.036,0.204,0.308,0.258,0.252,0.3
9/2/2013,81.901,33.5,17,22,0,0.049,0.036,0.204,0.307,0.258,0.252,0.3
10/2/2013,81.852,28,15,26,0,0.049,0.036,0.204,0.307,0.258,0.252,0.3
11/2/2013,81.804,31.5,12.5,28,0,0.049,0.036,0.204,0.307,0.258,0.252,0.3
12/2/2013,81.755,33.5,14.5,28,0,0.049,0.036,0.204,0.307,0.258,0.252,0.3
13/02/2013,81.706,34,17.5,26,0,0.049,0.036,0.204,0.307,0.258,0.252,0.3
14/02/2013,81.658,34,20.5,23,0.1,0.149,0.036,0.203,0.307,0.258,0.252,0.3
15/02/2013,81.609,30.5,20.5,15,1.9,1.949,0.036,0.203,0.307,0.258,0.252,0.3
16/02/2013,81.561,34.5,20.5,22,0,0.048,0.036,0.203,0.307,0.258,0.252,0.3
17/02/2013,81.513,35.5,18,26,0,0.048,0.036,0.203,0.307,0.258,0.252,0.3
18/02/2013,81.464,36,20,26,0,0.048,0.036,0.203,0.307,0.258,0.252,0.3
19/02/2013,81.416,35.5,22,20,0,0.048,0.036,0.203,0.306,0.258,0.252,0.3
20/02/2013,81.368,32,13,24,0,0.048,0.036,0.203,0.306,0.258,0.252,0.3
21/02/2013,81.32,33.5,16,19,0,0.048,0.036,0.203,0.306,0.258,0.252,0.3
22/02/2013,81.272,33,19.5,20,0,0.048,0.036,0.203,0.306,0.258,0.252,0.3
23/02/2013,81.224,33.5,18,25,0,0.048,0.036,0.202,0.306,0.258,0.252,0.3
24/02/2013,81.177,37,19,23,0,0.048,0.036,0.202,0.306,0.258,0.252,0.3
25/02/2013,81.129,38,21.5,16,0,0.048,0.036,0.202,0.306,0.258,0.252,0.3
26/02/2013,100.592,30.5,20,16,28.8,3.984,0.188,0.215,0.306,0.258,0.252,0.3
27/02/2013,110.537,31,20.5,10,12.5,2.517,0.211,0.245,0.313,0.258,0.252,0.3
28/02/2013,109.791,22.5,14,20,3.6,4.346,0.188,0.248,0.32,0.258,0.252,0.3
1/3/2013,105.58,26.5,13,26,0,4.196,0.161,0.238,0.324,0.259,0.252,0.3
2/3/2013,103.75,28.5,12,26,0,1.784,0.149,0.23,0.325,0.26,0.253,0.3
3/3/2013,102.417,30,11.5,25,0,1.239,0.141,0.225,0.325,0.261,0.254,0.301
4/3/2013,101.255,31.5,15.5,25,0,1.009,0.135,0.221,0.325,0.262,0.254,0.301
5/3/2013,100.169,31.5,17,25,0,0.874,0.129,0.219,0.324,0.262,0.255,0.302
6/3/2013,99.123,34,17,22,0,0.781,0.124,0.217,0.323,0.262,0.255,0.302
7/3/2013,98.104,35.5,20.5,20,0,0.713,0.12,0.216,0.323,0.261,0.255,0.302
8/3/2013,97.109,36.5,22,20,0,0.661,0.116,0.215,0.322,0.261,0.255,0.303
9/3/2013,96.144,35.5,21.5,18,0,0.618,0.112,0.214,0.322,0.261,0.255,0.303
10/3/2013,95.214,36.5,20,20,0,0.583,0.108,0.214,0.321,0.26,0.255,0.303
11/3/2013,94.325,37.5,19,20,0,0.553,0.105,0.214,0.321,0.26,0.254,0.303
12/3/2013,93.482,37,19.5,21,0,0.527,0.102,0.214,0.32,0.259,0.254,0.302
13/03/2013,92.687,29.5,24,20,0,0.505,0.099,0.214,0.32,0.259,0.254,0.302
14/03/2013,91.942,27.5,12,23,0,0.485,0.096,0.214,0.32,0.259,0.253,0.302
15/03/2013,91.247,29,12,22,0,0.467,0.093,0.214,0.32,0.259,0.253,0.302
16/03/2013,90.6,25,14.5,15,0,0.451,0.09,0.214,0.32,0.258,0.253,0.302
17/03/2013,89.998,21,9,20,0,0.437,0.088,0.214,0.32,0.258,0.253,0.301
18/03/2013,89.437,23.5,8,18,0,0.424,0.085,0.214,0.319,0.258,0.253,0.301
19/03/2013,88.912,27,10,22,0,0.412,0.083,0.214,0.319,0.258,0.252,0.301
20/03/2013,88.419,30,11.5,20,0,0.401,0.08,0.214,0.319,0.258,0.252,0.301
21/03/2013,88.019,27,17,12,2.5,2.826,0.078,0.214,0.319,0.258,0.252,0.301
22/03/2013,87.577,21.5,10.5,14,1.2,1.583,0.076,0.214,0.319,0.258,0.252,0.3
23/03/2013,87.156,25.5,9.5,18,0,0.374,0.074,0.213,0.319,0.258,0.252,0.3
24/03/2013,86.789,27.5,11,18,0,0.366,0.072,0.213,0.319,0.258,0.252,0.3
25/03/2013,86.715,26,10.5,17,0,0.358,0.07,0.213,0.319,0.258,0.252,0.3
26/03/2013,86.648,32.5,12.5,21,0,0.351,0.068,0.213,0.318,0.258,0.252,0.3
27/03/2013,86.584,38,16,16,0,0.344,0.066,0.213,0.318,0.258,0.252,0.3
28/03/2013,89.927,22,14.5,11,6.7,2.391,0.095,0.213,0.318,0.258,0.252,0.3
29/03/2013,86.472,20.5,5,18,0,3.534,0.071,0.213,0.318,0.258,0.252,0.3
30/03/2013,86.419,22,8,8,0,0.426,0.069,0.213,0.318,0.258,0.252,0.3
31/03/2013,86.368,23,11.5,15,0,0.344,0.067,0.213,0.318,0.258,0.252,0.3
1/4/2013,86.318,22,8,15,0,0,0.067,0.213,0.318,0.258,0.252,0.3
2/4/2013,86.269,25,10.5,14,0,0.19,0.066,0.213,0.318,0.258,0.252,0.3
3/4/2013,86.22,21.5,7.5,20,0,0.186,0.065,0.213,0.317,0.258,0.252,0.3
4/4/2013,86.172,25,9,19,0,0.183,0.064,0.213,0.317,0.258,0.252,0.3
5/4/2013,86.124,27.5,11,16,0,0.18,0.063,0.213,0.317,0.258,0.252,0.3
6/4/2013,86.076,28,12.5,17,0,0.177,0.063,0.213,0.317,0.258,0.252,0.3
7/4/2013,86.028,29.5,13.5,16,0,0.174,0.062,0.213,0.317,0.258,0.252,0.3
8/4/2013,85.98,30,13.5,14,0,0.172,0.061,0.213,0.317,0.258,0.252,0.3
9/4/2013,85.932,29,14,16,0,0.169,0.06,0.212,0.317,0.258,0.252,0.3
10/4/2013,85.884,30,11.5,17,0,0.167,0.059,0.212,0.317,0.258,0.252,0.3
11/4/2013,85.836,28.5,11.5,15,0,0.165,0.059,0.212,0.316,0.258,0.252,0.3
12/4/2013,85.788,30,12,17,0,0.163,0.058,0.212,0.316,0.258,0.252,0.3
13/04/2013,85.74,28.5,16.5,6,0,0.16,0.057,0.212,0.316,0.258,0.252,0.3
14/04/2013,85.691,28,15,11,0,0.158,0.056,0.212,0.316,0.258,0.252,0.3
15/04/2013,85.642,22,10.5,15,0,0.156,0.056,0.212,0.316,0.258,0.252,0.3
16/04/2013,85.594,21.5,8,17,0,0.155,0.055,0.212,0.316,0.258,0.252,0.3
17/04/2013,85.545,21,7,12,0,0.153,0.054,0.212,0.316,0.258,0.252,0.3
18/04/2013,85.496,21.5,7,14,0,0.151,0.054,0.212,0.316,0.258,0.252,0.3
19/04/2013,85.447,18.5,6.5,17,0,0.149,0.053,0.212,0.315,0.258,0.252,0.3
20/04/2013,85.397,21,5.5,17,0,0.148,0.052,0.212,0.315,0.258,0.252,0.3
21/04/2013,85.348,21.5,4.5,8,0,0.146,0.052,0.211,0.315,0.258,0.252,0.3
22/04/2013,85.303,20.5,10,10,2.5,0.145,0.068,0.211,0.315,0.258,0.252,0.3
23/04/2013,85.259,21,10.5,14,0.1,0.143,0.068,0.211,0.315,0.258,0.252,0.3
24/04/2013,85.214,20,11.5,6,0,0.142,0.067,0.211,0.315,0.258,0.252,0.3
25/04/2013,85.17,22.5,6.5,14,0,0.14,0.066,0.211,0.315,0.258,0.252,0.3
26/04/2013,85.125,23.5,9.5,13,0,0.139,0.066,0.211,0.315,0.258,0.252,0.3
27/04/2013,85.08,26.5,8.5,14,0,0.138,0.065,0.211,0.315,0.258,0.252,0.3
28/04/2013,85.035,24.5,15,11,0,0.136,0.064,0.211,0.314,0.258,0.252,0.3
29/04/2013,84.99,18,10.5,6,0,0.135,0.064,0.211,0.314,0.258,0.252,0.3
30/04/2013,84.944,19,6.5,9,0,0.134,0.063,0.211,0.314,0.258,0.252,0.3
1/5/2013,84.899,20,6,11,0,0.133,0.063,0.211,0.314,0.258,0.252,0.3
2/5/2013,84.853,19,2,15,0,0.131,0.062,0.211,0.314,0.258,0.252,0.3
3/5/2013,84.807,21,2,10,0,0.13,0.062,0.211,0.314,0.258,0.252,0.3
4/5/2013,84.761,18,8.5,13,0,0.129,0.061,0.211,0.314,0.258,0.252,0.3
5/5/2013,84.715,18,2,14,0,0.128,0.06,0.211,0.314,0.258,0.252,0.3
6/5/2013,84.669,18,3,11,0,0.127,0.06,0.21,0.313,0.258,0.252,0.3
7/5/2013,84.623,18.5,7.5,10,0,0.126,0.059,0.21,0.313,0.258,0.252,0.3
8/5/2013,84.577,24.5,7,13,0.2,0.125,0.06,0.21,0.313,0.258,0.252,0.3
9/5/2013,84.531,24.5,8.5,14,0,0.124,0.06,0.21,0.313,0.258,0.252,0.3
10/5/2013,84.485,24,7.5,11,0,0.123,0.059,0.21,0.313,0.258,0.252,0.3
11/5/2013,84.438,25,8.5,11,0,0.122,0.059,0.21,0.313,0.258,0.252,0.3
12/5/2013,84.392,22.5,10.5,7,0,0.121,0.058,0.21,0.313,0.258,0.252,0.3
13/05/2013,86.45,16,10.5,8,5.7,1.556,0.086,0.21,0.313,0.258,0.252,0.3
14/05/2013,88.048,14.5,5,5,2.5,0.902,0.097,0.21,0.313,0.258,0.252,0.3
15/05/2013,90.819,16,7,6,3.9,1.129,0.116,0.21,0.312,0.258,0.252,0.3
16/05/2013,91.007,17,6.5,9,1.9,1.711,0.117,0.21,0.312,0.258,0.252,0.3
17/05/2013,90.506,16,5,9,0,0.501,0.114,0.21,0.312,0.258,0.252,0.3
18/05/2013,90.299,14.5,5.5,5,0.1,0.308,0.113,0.21,0.312,0.258,0.252,0.3
19/05/2013,90.096,17.5,3,12,0,0.203,0.112,0.21,0.312,0.258,0.252,0.3
20/05/2013,89.897,19.5,6.5,8,0.5,0.699,0.111,0.21,0.312,0.258,0.252,0.3
21/05/2013,89.701,17,4,8,0.5,0.695,0.11,0.21,0.312,0.258,0.252,0.3
22/05/2013,89.51,12,8,3,0.1,0.292,0.109,0.21,0.312,0.258,0.252,0.3
23/05/2013,89.321,17.5,5.5,12,1.9,2.088,0.108,0.21,0.312,0.258,0.252,0.3
24/05/2013,89.136,17.5,3,12,0,0.185,0.107,0.209,0.311,0.258,0.252,0.3
25/05/2013,88.954,18,2.5,10,0,0.182,0.106,0.209,0.311,0.258,0.252,0.3
26/05/2013,88.775,16.5,3.5,7,0,0.179,0.105,0.209,0.311,0.258,0.252,0.3
27/05/2013,88.599,17,5,7,0,0.176,0.104,0.209,0.311,0.258,0.252,0.3
28/05/2013,88.426,17.5,3,10,0,0.173,0.103,0.209,0.311,0.258,0.252,0.3
29/05/2013,88.255,20,4,6,0,0.171,0.102,0.209,0.311,0.258,0.252,0.3
30/05/2013,89.193,14.5,8.5,3,1.5,0.562,0.109,0.209,0.311,0.258,0.252,0.3
31/05/2013,94.485,18,11,5,6.3,1.008,0.144,0.209,0.311,0.258,0.252,0.3
1/6/2013,110.193,15.5,12.5,3,16.3,0.593,0.218,0.232,0.315,0.258,0.252,0.3
2/6/2013,114.05,16.5,8.5,9,5.6,1.737,0.211,0.25,0.322,0.258,0.252,0.3
3/6/2013,113.149,15,5,7,0,0.872,0.204,0.24,0.325,0.26,0.253,0.3
4/6/2013,112.33,15,7,4,0,0.745,0.199,0.232,0.326,0.261,0.253,0.301
5/6/2013,111.436,14.5,9.5,4,0,0.758,0.195,0.226,0.326,0.262,0.254,0.301
6/6/2013,110.256,16,10,5,0,0.973,0.188,0.222,0.326,0.263,0.255,0.302
7/6/2013,109.019,15.5,11,9,0,0.96,0.182,0.22,0.325,0.263,0.255,0.302
8/6/2013,108.215,15,2,10,0,0.467,0.179,0.218,0.324,0.262,0.256,0.303
9/6/2013,107.408,14,0.5,9,0,0.423,0.176,0.216,0.323,0.262,0.256,0.303
10/6/2013,106.605,17,1,9,0,0.39,0.174,0.216,0.322,0.262,0.256,0.303
11/6/2013,105.816,18,5,8,0,0.363,0.172,0.215,0.322,0.261,0.256,0.303
12/6/2013,121.025,13,9,4,16.6,0.739,0.226,0.25,0.327,0.262,0.256,0.303
13/06/2013,126.961,15,9.5,3,7,0.574,0.224,0.27,0.333,0.265,0.257,0.304
14/06/2013,125.213,15.5,10.5,6,0,1.167,0.206,0.26,0.336,0.268,0.258,0.305
15/06/2013,123.335,14,3.5,10,0,1.169,0.199,0.246,0.336,0.27,0.26,0.306
16/06/2013,121.195,14.5,3,10,0,1.288,0.19,0.236,0.335,0.271,0.261,0.307
17/06/2013,119.429,14,1.5,10,0,0.774,0.186,0.229,0.333,0.271,0.262,0.308
18/06/2013,117.71,15.5,3,10,0.1,0.71,0.182,0.224,0.33,0.27,0.263,0.309
19/06/2013,115.997,14.5,3,11,0,0.521,0.178,0.221,0.328,0.269,0.263,0.309
20/06/2013,114.298,13.5,0,9,0,0.462,0.176,0.219,0.327,0.268,0.262,0.31
21/06/2013,112.635,14,0.5,10,0,0.419,0.173,0.217,0.325,0.266,0.262,0.31
22/06/2013,111.034,15,3,10,0,0.386,0.171,0.216,0.324,0.265,0.261,0.309
23/06/2013,109.514,15,2,10,0,0.36,0.168,0.215,0.323,0.264,0.26,0.309
24/06/2013,108.094,16,1,9,0,0.339,0.166,0.215,0.322,0.263,0.259,0.308
25/06/2013,106.784,17,4.5,10,0,0.321,0.164,0.214,0.322,0.262,0.258,0.308
26/06/2013,105.588,17,0,11,0,0.306,0.163,0.214,0.321,0.261,0.257,0.307
27/06/2013,104.508,16.5,2,8,0,0.292,0.161,0.214,0.321,0.26,0.256,0.306
28/06/2013,103.54,18,4.5,10,0.1,0.381,0.159,0.214,0.32,0.26,0.256,0.305
29/06/2013,102.678,16.5,4,10,0,0.27,0.158,0.214,0.32,0.259,0.255,0.305
30/06/2013,101.914,16,2,8,0,0.261,0.156,0.214,0.32,0.259,0.254,0.304
1/7/2013,101.24,16.5,7,4,0,0.252,0.155,0.214,0.32,0.259,0.254,0.303
2/7/2013,100.645,17,8,8,0,0.245,0.153,0.214,0.32,0.258,0.253,0.303
3/7/2013,100.121,16.5,3,10,0,0.238,0.152,0.214,0.32,0.258,0.253,0.302
4/7/2013,99.656,16,6,8,0,0.231,0.151,0.214,0.32,0.258,0.253,0.302
5/7/2013,99.779,13.5,5,10,2.1,1.79,0.153,0.214,0.319,0.258,0.253,0.301
6/7/2013,99.191,14.5,5,7,0,0.437,0.15,0.214,0.319,0.258,0.252,0.301
7/7/2013,99.931,13.5,2,6,1.9,1.041,0.156,0.214,0.319,0.258,0.252,0.301
8/7/2013,98.757,14,0.5,10,0.6,1.681,0.149,0.214,0.319,0.258,0.252,0.301
9/7/2013,98.467,12.5,-1.5,8,0,0.217,0.148,0.214,0.319,0.258,0.252,0.301
10/7/2013,98.198,15,-0.5,11,0,0.212,0.147,0.214,0.319,0.258,0.252,0.3
11/7/2013,97.947,14,1,7,0,0.207,0.146,0.214,0.319,0.258,0.252,0.3
12/7/2013,97.71,16,2,8,0,0.203,0.145,0.214,0.319,0.258,0.252,0.3
13/07/2013,97.485,14,5,3,0.1,0.299,0.144,0.214,0.318,0.258,0.252,0.3
14/07/2013,107.398,14.5,10.5,4,10.7,0.767,0.206,0.217,0.319,0.258,0.252,0.3
15/07/2013,110.804,17,9,7,4.8,1.372,0.209,0.23,0.322,0.259,0.252,0.3
16/07/2013,110.028,13.5,7.5,5,0.1,0.842,0.204,0.225,0.323,0.259,0.252,0.3
