Date,esw,MaxT,MinT,Radn,Rain,es,sws(1),sws(2),sws(3),sws(4)
(dd/mm/yyyy),(mm),(oC),(oC),(MJ/m^2),(mm),(mm),(mm/mm),(mm/mm),(mm/mm),(mm/mm)
1/1/2012,6.455,39,17,31,0,7.345,0.127,0.139,0.156,0.156
2/1/2012,4.051,40.5,20,29,0,2.405,0.103,0.139,0.156,0.156
3/1/2012,2.671,38.5,22,20,0,1.38,0.089,0.139,0.156,0.156
4/1/2012,1.767,29,20,29,0,1.08,0.078,0.139,0.156,0.156
5/1/2012,1.753,28.5,11,30,0,0.918,0.069,0.139,0.156,0.156
6/1/2012,1.738,29,10.5,28,0,0.813,0.061,0.139,0.156,0.156
7/1/2012,1.721,34.5,14.5,18,0,0.737,0.054,0.139,0.156,0.156
8/1/2012,1.703,28.5,20,17,3,3.526,0.049,0.139,0.156,0.156
9/1/2012,1.683,24.5,11.5,24,0.4,1.043,0.043,0.139,0.156,0.156
10/1/2012,1.664,25,13,24,0,0.27,0.04,0.139,0.156,0.156
11/1/2012,1.644,21.5,12,24,0,0.02,0.04,0.138,0.156,0.156
12/1/2012,1.624,24.5,7.5,27,0,0.02,0.04,0.138,0.156,0.156
13/01/2012,1.604,25.5,12.5,24,0,0.02,0.04,0.138,0.156,0.156
14/01/2012,1.585,26,12,32,0,0.02,0.04,0.138,0.156,0.156
15/01/2012,1.565,31,12,31,0,0.02,0.04,0.138,0.156,0.156
16/01/2012,1.545,33.5,16.5,30,0,0.02,0.04,0.138,0.156,0.156
17/01/2012,1.526,36,21.5,27,0,0.02,0.04,0.138,0.156,0.156
18/01/2012,1.506,35,22,26,0.3,0.32,0.04,0.138,0.156,0.156
19/01/2012,1.487,34.5,15,31,0.6,0.62,0.04,0.138,0.156,0.156
20/01/2012,1.467,34,14,27,0,0.02,0.04,0.138,0.156,0.156
21/01/2012,1.448,33,15.5,31,0,0.02,0.04,0.138,0.156,0.156
22/01/2012,1.428,34.5,19.5,30,0,0.02,0.04,0.138,0.156,0.156
23/01/2012,1.409,33.5,19.5,31,0,0.02,0.04,0.138,0.156,0.156
24/01/2012,1.389,35.5,17.5,28,0,0.019,0.04,0.138,0.156,0.156
25/01/2012,1.37,37,17,30,0,0.019,0.04,0.138,0.156,0.156
26/01/2012,1.35,33.5,16,30,0,0.019,0.04,0.138,0.156,0.156
27/01/2012,1.331,36,17,29,0,0.019,0.04,0.137,0.156,0.156
28/01/2012,1.312,35.5,21.5,25,0,0.019,0.04,0.137,0.156,0.156
29/01/2012,1.292,34.5,20,22,0,0.019,0.04,0.137,0.156,0.156
30/01/2012,1.887,28,21,16,7.9,3.325,0.086,0.137,0.156,0.156
31/01/2012,1.621,24,13,29,5.2,5.466,0.084,0.137,0.156,0.156
1/2/2012,1.258,28,11,29,0,1.392,0.07,0.137,0.156,0.156
2/2/2012,1.243,27.5,13.5,15,0,0.77,0.062,0.137,0.156,0.156
3/2/2012,1.227,31.5,14,24,0,0.705,0.055,0.137,0.156,0.156
4/2/2012,1.21,35,14.5,26,0,0.654,0.049,0.137,0.156,0.156
5/2/2012,1.191,32,23,14,0.1,0.712,0.043,0.137,0.156,0.156
6/2/2012,1.172,25,9.5,28,0.7,0.998,0.04,0.137,0.156,0.156
7/2/2012,1.153,25,10.5,25,0,0.019,0.04,0.137,0.156,0.156
8/2/2012,1.134,25.5,9,29,0,0.019,0.04,0.137,0.156,0.156
9/2/2012,1.115,27,9.5,25,0,0.019,0.04,0.137,0.156,0.156
10/2/2012,1.095,28.5,11.5,23,0,0.019,0.04,0.137,0.156,0.156
11/2/2012,1.076,27,14,23,0,0.019,0.04,0.137,0.156,0.156
12/2/2012,1.057,27.5,14,23,0,0.019,0.04,0.137,0.156,0.156
13/02/2012,1.038,29.5,13.5,27,0,0.019,0.04,0.136,0.156,0.156
14/02/2012,1.019,32.5,14.5,27,0,0.019,0.04,0.136,0.156,0.156
15/02/2012,1,35.5,16.5,22,0,0.019,0.04,0.136,0.156,0.156
16/02/2012,0.981,35,20.5,18,0,0.019,0.04,0.136,0.156,0.156
17/02/2012,0.962,31,17,25,0.4,0.419,0.04,0.136,0.156,0.156
18/02/2012,0.943,33.5,14.5,24,0,0.019,0.04,0.136,0.156,0.156
19/02/2012,0.925,31,18.5,12,0,0.019,0.04,0.136,0.156,0.156
20/02/2012,0.906,26.5,19,13,0.4,0.419,0.04,0.136,0.156,0.156
21/02/2012,0.895,28,15.5,19,7.8,3.927,0.079,0.136,0.156,0.156
22/02/2012,0.878,31,14.5,25,0,2.725,0.052,0.136,0.156,0.156
23/02/2012,0.861,35,14,26,0,0.611,0.046,0.136,0.156,0.156
24/02/2012,0.842,37.5,14.5,26,0,0.576,0.04,0.136,0.156,0.156
25/02/2012,0.823,37.5,18.5,27,0,0.044,0.04,0.136,0.156,0.156
26/02/2012,0.804,35,23.5,22,0,0.019,0.04,0.136,0.156,0.156
27/02/2012,39.706,27.5,21.5,6,44.2,1.317,0.339,0.179,0.156,0.156
28/02/2012,60.516,26,19.5,8,26,1.715,0.336,0.249,0.156,0.156
29/02/2012,59.097,23,15.5,9,0.4,1.819,0.266,0.265,0.159,0.156
1/3/2012,91.483,24,16.5,7,53.6,1.453,0.342,0.312,0.195,0.156
2/3/2012,89.954,22.5,15.5,8,0.1,1.629,0.27,0.302,0.223,0.156
3/3/2012,93.694,18,15.5,6,4.9,1.16,0.26,0.295,0.247,0.156
4/3/2012,99.689,25,15.5,17,9.6,3.605,0.257,0.293,0.269,0.156
5/3/2012,96.551,22.5,12.5,18,0,3.138,0.203,0.284,0.285,0.156
6/3/2012,93.716,23,11.5,22,0,2.835,0.175,0.274,0.295,0.157
7/3/2012,92.288,23.5,12.5,25,0,1.427,0.162,0.268,0.3,0.157
8/3/2012,91.186,25,13,24,0,1.102,0.152,0.265,0.302,0.158
9/3/2012,90.254,27.5,11.5,23,0,0.932,0.143,0.262,0.303,0.16
10/3/2012,89.432,23,10.5,24,0,0.822,0.136,0.261,0.302,0.161
11/3/2012,88.688,25,9,20,0,0.744,0.13,0.26,0.302,0.162
12/3/2012,88.004,26.5,10.5,23,0,0.685,0.124,0.26,0.301,0.163
13/03/2012,87.366,29.5,10,23,0,0.637,0.119,0.26,0.3,0.163
14/03/2012,86.767,32,13.5,12,0,0.599,0.114,0.259,0.3,0.164
15/03/2012,86.201,30.5,18.5,14,0.1,0.667,0.109,0.259,0.3,0.164
16/03/2012,94.525,23.5,17.5,12,10.9,2.576,0.186,0.261,0.3,0.164
17/03/2012,90.27,23,10.5,22,0.2,4.455,0.145,0.26,0.3,0.164
18/03/2012,89.447,25,10.5,22,0,0.824,0.137,0.26,0.3,0.165
19/03/2012,88.701,26,12,22,0,0.745,0.131,0.26,0.299,0.165
20/03/2012,88.016,28.5,15,19,0,0.686,0.125,0.259,0.299,0.165
21/03/2012,87.378,21.5,16.5,15,0.1,0.738,0.12,0.259,0.299,0.165
22/03/2012,86.778,21,8,21,0.2,0.8,0.115,0.259,0.298,0.165
23/03/2012,86.211,19,10.5,19,0,0.567,0.11,0.259,0.298,0.166
24/03/2012,85.671,21,9.5,11,0,0.54,0.106,0.259,0.298,0.166
25/03/2012,85.156,21,8.5,15,0,0.516,0.102,0.258,0.297,0.166
26/03/2012,84.661,22.5,6.5,20,0,0.495,0.098,0.258,0.297,0.166
27/03/2012,84.185,22,10,14,0,0.476,0.094,0.258,0.297,0.166
28/03/2012,83.726,25,8,19,0,0.459,0.09,0.258,0.296,0.167
29/03/2012,83.282,28,10.5,19,0,0.444,0.087,0.258,0.296,0.167
30/03/2012,82.851,29.5,12,19,0,0.431,0.083,0.257,0.296,0.167
31/03/2012,82.433,32,15,16,0,0.418,0.08,0.257,0.295,0.167
1/4/2012,82.433,23.5,10,18,0,0,0.081,0.257,0.295,0.167
2/4/2012,82.236,27.5,7,17,0,0.226,0.08,0.257,0.295,0.168
3/4/2012,82.142,28.5,15,16,0,0.221,0.078,0.257,0.294,0.168
4/4/2012,82.047,29,11.5,19,0,0.216,0.077,0.256,0.294,0.168
5/4/2012,81.952,30,12,19,0,0.211,0.076,0.256,0.294,0.168
6/4/2012,81.857,31,13,15,0,0.206,0.075,0.256,0.293,0.168
7/4/2012,82.352,20,7,18,1.2,0.202,0.086,0.256,0.293,0.169
8/4/2012,82.154,19.5,6,11,0,0.198,0.085,0.256,0.293,0.169
9/4/2012,81.96,18.5,8,14,0,0.194,0.084,0.255,0.293,0.169
10/4/2012,81.869,18,3.5,15,0.1,0.191,0.084,0.255,0.292,0.169
11/4/2012,81.682,21.5,4,18,0,0.187,0.083,0.255,0.292,0.169
12/4/2012,81.498,23.5,4,18,0,0.184,0.082,0.255,0.292,0.17
13/04/2012,81.317,24.5,4,17,0,0.181,0.081,0.255,0.291,0.17
14/04/2012,81.139,27,6.5,15,0,0.178,0.08,0.254,0.291,0.17
15/04/2012,81.033,29,10,17,0,0.175,0.079,0.254,0.291,0.17
16/04/2012,80.942,26,10,17,0,0.173,0.078,0.254,0.29,0.17
17/04/2012,80.851,26.5,10,17,0,0.17,0.078,0.254,0.29,0.171
18/04/2012,80.759,26,10.5,16,0,0.168,0.077,0.254,0.29,0.171
19/04/2012,80.668,23,15,11,0,0.165,0.076,0.253,0.29,0.171
20/04/2012,82.524,26,10.5,14,2.4,0.163,0.099,0.253,0.289,0.171
21/04/2012,82.363,26.5,10.5,14,0,0.161,0.099,0.253,0.289,0.171
22/04/2012,82.504,24.5,14.5,12,2,1.859,0.101,0.253,0.289,0.171
23/04/2012,82.347,19,8.5,12,0.8,0.957,0.1,0.253,0.288,0.172
24/04/2012,82.192,13.5,4.5,10,0.2,0.355,0.1,0.252,0.288,0.172
25/04/2012,82.038,18,6,12,0.7,0.853,0.099,0.252,0.288,0.172
26/04/2012,81.887,18,7,8,0,0.152,0.099,0.252,0.288,0.172
27/04/2012,81.737,20.5,6,14,0,0.15,0.098,0.252,0.287,0.172
28/04/2012,81.589,21.5,4,15,0,0.148,0.097,0.252,0.287,0.172
29/04/2012,81.442,17.5,7,15,0,0.147,0.097,0.251,0.287,0.173
30/04/2012,81.297,17.5,4,10,0,0.145,0.096,0.251,0.287,0.173
1/5/2012,81.154,24.5,6,13,0,0.144,0.096,0.251,0.286,0.173
2/5/2012,81.011,17,11.5,12,1.2,1.342,0.095,0.251,0.286,0.173
3/5/2012,80.871,17,2.5,11,0,0.141,0.095,0.251,0.286,0.173
4/5/2012,80.731,15.5,3.5,8,0,0.139,0.094,0.25,0.285,0.174
5/5/2012,80.593,15.5,5.5,8,0,0.138,0.094,0.25,0.285,0.174
6/5/2012,80.457,17,2.5,11,0,0.137,0.093,0.25,0.285,0.174
7/5/2012,80.321,20,7.5,9,0.6,0.735,0.093,0.25,0.285,0.174
8/5/2012,80.187,23.5,7.5,13,0,0.134,0.092,0.25,0.284,0.174
9/5/2012,80.054,22,11.5,8,0,0.133,0.092,0.249,0.284,0.174
10/5/2012,79.922,21,4.5,13,0,0.132,0.091,0.249,0.284,0.175
11/5/2012,79.792,18.5,5.5,10,0,0.131,0.091,0.249,0.284,0.175
12/5/2012,79.662,16,2,12,0,0.13,0.09,0.249,0.283,0.175
13/05/2012,79.533,17,7,11,0,0.129,0.09,0.249,0.283,0.175
14/05/2012,79.406,18,4,10,0,0.127,0.089,0.248,0.283,0.175
15/05/2012,79.279,18,5,10,0,0.126,0.089,0.248,0.283,0.175
16/05/2012,79.154,18.5,5.5,10,0,0.125,0.089,0.248,0.282,0.176
17/05/2012,79.029,18.5,2,12,0,0.124,0.088,0.248,0.282,0.176
18/05/2012,78.906,21,4.5,10,0,0.124,0.088,0.248,0.282,0.176
19/05/2012,78.783,18.5,5,9,0,0.123,0.087,0.248,0.282,0.176
20/05/2012,78.662,16,1,12,0,0.122,0.087,0.247,0.281,0.176
21/05/2012,78.541,17,-1.5,10,0,0.121,0.087,0.247,0.281,0.176
22/05/2012,78.421,20,2,11,0,0.12,0.086,0.247,0.281,0.176
23/05/2012,78.302,21.5,7.5,11,0,0.119,0.086,0.247,0.281,0.177
24/05/2012,78.184,17,4.5,8,0,0.118,0.085,0.247,0.28,0.177
25/05/2012,85.21,12,6.5,4,7.7,0.673,0.157,0.246,0.28,0.177
26/05/2012,86.811,16,7,5,2.5,0.899,0.173,0.246,0.28,0.177
27/05/2012,85.501,15.5,5,11,0,1.31,0.161,0.246,0.28,0.177
28/05/2012,85.296,15.5,6.5,10,0,0.205,0.16,0.246,0.279,0.177
29/05/2012,85.095,16,2.5,10,0,0.201,0.158,0.246,0.279,0.178
30/05/2012,84.898,17.5,1.5,12,0,0.197,0.157,0.246,0.279,0.178
31/05/2012,84.705,17,1.5,11,0,0.193,0.156,0.245,0.279,0.178
1/6/2012,84.516,17.5,3,9,0,0.19,0.155,0.245,0.279,0.178
2/6/2012,84.329,16.5,2.5,8,0,0.186,0.154,0.245,0.278,0.178
3/6/2012,84.146,15.5,4,11,0.1,0.283,0.153,0.245,0.278,0.178
4/6/2012,83.966,14,-1,6,0,0.18,0.152,0.245,0.278,0.178
5/6/2012,89.832,14,5,6,6.9,1.034,0.202,0.247,0.278,0.179
6/6/2012,88.556,14.5,1.5,10,0,1.277,0.189,0.248,0.277,0.179
7/6/2012,88.259,14,0,6,0,0.296,0.187,0.247,0.277,0.179
8/6/2012,87.975,13.5,0.5,7,0,0.284,0.185,0.247,0.277,0.179
9/6/2012,87.702,16,2.5,6,0,0.273,0.183,0.247,0.277,0.179
10/6/2012,87.438,14.5,3,9,0,0.264,0.181,0.247,0.277,0.179
11/6/2012,87.184,15.5,1,11,0,0.255,0.179,0.247,0.276,0.179
12/6/2012,86.937,16,1.5,7,0,0.247,0.177,0.247,0.276,0.18
13/06/2012,86.697,16.5,2,8,0,0.24,0.175,0.246,0.276,0.18
14/06/2012,86.464,14,6.5,4,0,0.233,0.174,0.246,0.276,0.18
15/06/2012,86.237,16,5.5,9,0.1,0.327,0.172,0.246,0.276,0.18
16/06/2012,86.015,17.5,3,8,0,0.221,0.171,0.246,0.275,0.18
17/06/2012,85.799,16,6.5,8,0,0.216,0.169,0.246,0.275,0.18
18/06/2012,85.588,15,7.5,3,0,0.211,0.168,0.246,0.275,0.18
19/06/2012,85.381,13.5,4,10,0.8,1.007,0.167,0.245,0.275,0.181
20/06/2012,85.178,17,-1,8,0,0.202,0.165,0.245,0.274,0.181
21/06/2012,85.287,10,5.5,3,0.6,0.491,0.167,0.245,0.274,0.181
22/06/2012,104.839,11,6.5,5,20.8,0.841,0.294,0.265,0.277,0.181
23/06/2012,103.935,13,0.5,8,0.4,1.304,0.246,0.271,0.284,0.181
24/06/2012,103.67,15,4,5,0.6,0.866,0.223,0.271,0.291,0.181
25/06/2012,102.685,15,7.5,6,0.1,1.085,0.203,0.268,0.296,0.182
26/06/2012,101.946,11.5,3,10,0.9,1.638,0.192,0.266,0.3,0.182
27/06/2012,101.033,13.5,0.5,10,0,0.913,0.184,0.263,0.301,0.183
28/06/2012,100.363,14.5,2,6,0,0.671,0.178,0.261,0.302,0.184
29/06/2012,99.806,14,5.5,7,0,0.556,0.174,0.261,0.301,0.185
30/06/2012,101.799,13,5.5,7,3.2,1.208,0.192,0.26,0.301,0.185
1/7/2012,102.091,11.5,1.5,5,1.1,0.808,0.195,0.26,0.301,0.186
2/7/2012,101.977,13.5,4,10,1.6,1.714,0.19,0.261,0.301,0.187
3/7/2012,100.859,15,4,8,0,1.118,0.18,0.26,0.301,0.187
4/7/2012,100.222,14,1,9,0,0.637,0.175,0.26,0.3,0.188
5/7/2012,99.685,14,0.5,10,0,0.537,0.17,0.26,0.3,0.188
6/7/2012,99.213,14,0,11,0,0.473,0.166,0.259,0.299,0.188
7/7/2012,98.785,13,-3,11,0,0.427,0.163,0.259,0.299,0.188
8/7/2012,98.393,15,-2,8,0,0.393,0.16,0.259,0.299,0.189
9/7/2012,98.027,16,3,5,0.2,0.566,0.158,0.259,0.298,0.189
10/7/2012,110.096,12.5,8.5,3,12.6,0.531,0.245,0.266,0.301,0.19
11/7/2012,119.182,13.5,8.5,6,10.2,1.079,0.277,0.275,0.308,0.193
12/7/2012,118.379,14,8,5,0.1,0.903,0.238,0.275,0.312,0.199
13/07/2012,118.896,15,8,7,1.8,1.284,0.221,0.274,0.315,0.206
14/07/2012,117.696,12.5,7,9,0,1.199,0.2,0.27,0.315,0.213
15/07/2012,121.319,14,3,8,5,1.377,0.216,0.27,0.315,0.219
16/07/2012,121.511,15.5,6,5,1.1,0.908,0.207,0.268,0.314,0.226
17/07/2012,120.281,16,9,8,0,1.231,0.193,0.265,0.312,0.231
18/07/2012,119.315,13.5,4.5,9,0.6,1.565,0.184,0.263,0.31,0.236
19/07/2012,118.266,13.5,-1,11,0,1.049,0.175,0.261,0.307,0.239
20/07/2012,117.549,15.5,2.5,7,0,0.717,0.169,0.26,0.305,0.241
21/07/2012,116.967,16.5,3,9,0,0.582,0.164,0.26,0.304,0.243
22/07/2012,116.465,16.5,3,10,0,0.502,0.16,0.26,0.302,0.245
23/07/2012,116.016,15.5,1.5,10,0,0.449,0.156,0.26,0.301,0.245
24/07/2012,115.606,14.5,3.5,7,0,0.409,0.153,0.259,0.301,0.246
25/07/2012,115.228,15.5,6.5,7,0,0.379,0.151,0.259,0.3,0.246
26/07/2012,122.878,12,7,6,8.7,1.049,0.212,0.263,0.301,0.247
27/07/2012,125.835,14.5,7.5,9,4.6,1.644,0.218,0.266,0.303,0.249
28/07/2012,125.396,15,3.5,9,1.1,1.538,0.202,0.266,0.305,0.251
29/07/2012,123.868,13,2.5,9,0,1.529,0.187,0.263,0.305,0.254
30/07/2012,122.649,14,3.5,11,0,1.219,0.176,0.262,0.304,0.256
31/07/2012,122.013,14,5.5,11,0,0.635,0.171,0.261,0.303,0.257
1/8/2012,121.477,14.5,1,13,0,0.536,0.166,0.26,0.302,0.259
2/8/2012,121.005,14,0,9,0,0.472,0.162,0.26,0.302,0.26
3/8/2012,120.579,16,2.5,13,0,0.427,0.159,0.26,0.301,0.26
4/8/2012,120.186,16,5,12,0,0.392,0.156,0.259,0.3,0.261
5/8/2012,119.821,17,5.5,11,1.2,1.565,0.154,0.259,0.3,0.261
6/8/2012,119.478,13,2.5,11,0.1,0.443,0.151,0.259,0.3,0.261
7/8/2012,119.153,16,0.5,13,0,0.325,0.149,0.259,0.299,0.261
8/8/2012,118.844,13,5,5,0,0.309,0.147,0.259,0.299,0.261
9/8/2012,122.778,13.5,4,13,6.2,2.266,0.184,0.26,0.299,0.261
10/8/2012,122.118,15,6,10,0.1,0.76,0.178,0.259,0.299,0.262
11/8/2012,121.568,15,4.5,9,0,0.55,0.173,0.259,0.298,0.262
12/8/2012,121.086,16.5,4.5,14,0,0.482,0.17,0.259,0.298,0.262
13/08/2012,120.652,16.5,-0.5,14,0,0.434,0.166,0.259,0.298,0.262
14/08/2012,120.254,15,5,8,0,0.398,0.163,0.259,0.297,0.262
15/08/2012,122.34,15,1,7,3.3,1.214,0.185,0.258,0.297,0.262
16/08/2012,122.117,14.5,5.5,9,1.4,1.623,0.184,0.258,0.297,0.262
17/08/2012,130.108,11,6.5,7,9.2,1.209,0.233,0.265,0.3,0.263
18/08/2012,132.012,14,6,12,4,2.096,0.223,0.269,0.304,0.265
19/08/2012,130.947,12,1.5,7,0.1,1.166,0.203,0.267,0.306,0.267
20/08/2012,130.038,13.5,4.5,8,0.5,1.409,0.192,0.265,0.306,0.27
21/08/2012,129.23,17.5,3.5,14,0.7,1.508,0.184,0.262,0.306,0.273
22/08/2012,128.603,20.5,8,10,0,0.627,0.179,0.261,0.304,0.275
23/08/2012,128.073,17,7,14,0,0.53,0.175,0.26,0.303,0.277
24/08/2012,128.399,13.5,5,10,2.1,1.774,0.179,0.26,0.302,0.278
25/08/2012,127.694,13.5,3,10,0.2,0.905,0.173,0.26,0.301,0.279
26/08/2012,127.262,14,5,13,0.5,0.932,0.17,0.26,0.301,0.279
27/08/2012,126.865,14.5,-1,14,0,0.396,0.167,0.259,0.3,0.279
28/08/2012,126.497,19,3.5,17,0,0.369,0.164,0.259,0.3,0.28
29/08/2012,126.151,18.5,8.5,15,0,0.346,0.161,0.259,0.3,0.28
30/08/2012,125.824,13.5,6,16,1.5,1.827,0.159,0.259,0.299,0.28
31/08/2012,125.514,15.5,3,14,0.3,0.611,0.157,0.259,0.299,0.28
1/9/2012,125.217,16,0.5,18,0,0.297,0.155,0.258,0.299,0.28
2/9/2012,124.933,19,-0.5,19,0.1,0.384,0.153,0.258,0.299,0.28
3/9/2012,124.659,22.5,2,17,0,0.274,0.151,0.258,0.299,0.28
4/9/2012,124.395,25,5.5,18,0,0.264,0.15,0.258,0.298,0.28
5/9/2012,124.14,21,11,9,0,0.255,0.148,0.258,0.298,0.28
6/9/2012,123.893,18.5,11,14,0,0.247,0.147,0.257,0.298,0.28
7/9/2012,128.085,15,7,13,6.6,2.409,0.184,0.259,0.298,0.281
8/9/2012,127.615,17,8,12,0,0.47,0.181,0.259,0.297,0.281
9/9/2012,127.19,17.5,6.5,19,0,0.425,0.177,0.259,0.297,0.281
10/9/2012,126.799,19.5,0.5,19,0,0.391,0.174,0.258,0.297,0.281
11/9/2012,126.435,22,3.5,20,0,0.364,0.172,0.258,0.297,0.281
12/9/2012,126.093,25.5,5.5,17,0,0.342,0.169,0.258,0.297,0.281
13/09/2012,126.615,15,5.5,19,2.9,2.377,0.175,0.258,0.296,0.281
14/09/2012,126.263,14.5,1.5,7,0,0.353,0.173,0.258,0.296,0.281
15/09/2012,125.93,17,6,16,0,0.333,0.17,0.257,0.296,0.281
16/09/2012,125.614,17,4.5,7,0,0.316,0.168,0.257,0.296,0.281
17/09/2012,125.313,18.5,9,10,0.1,0.401,0.166,0.257,0.296,0.281
18/09/2012,134.857,16,8,11,11.6,2.056,0.229,0.265,0.299,0.281
19/09/2012,133.298,18.5,3,12,0.7,2.259,0.2,0.265,0.302,0.282
20/09/2012,133.82,25.5,10,18,3.7,3.179,0.191,0.266,0.304,0.284
21/09/2012,132.677,20.5,10.5,15,0,1.143,0.181,0.263,0.304,0.286
22/09/2012,131.934,21.5,4,22,0,0.743,0.174,0.262,0.304,0.288
23/09/2012,131.339,19,9,20,0,0.595,0.169,0.261,0.303,0.289
24/09/2012,130.828,16,4.5,19,0,0.511,0.165,0.26,0.302,0.29
25/09/2012,130.373,18.5,0.5,19,0,0.455,0.162,0.26,0.301,0.291
26/09/2012,129.959,23.5,3.5,18,0,0.414,0.159,0.259,0.301,0.292
27/09/2012,129.577,30,10.5,20,0,0.382,0.156,0.259,0.3,0.292
28/09/2012,129.22,18,12,7,0,0.357,0.153,0.259,0.3,0.292
29/09/2012,131.967,15,5.5,21,5.5,2.753,0.178,0.26,0.3,0.292
30/09/2012,131.366,16,3,16,0,0.6,0.173,0.26,0.3,0.292
1/10/2012,130.852,19.5,3,22,0,0.514,0.169,0.259,0.3,0.292
2/10/2012,130.395,23.5,4.5,24,0,0.457,0.166,0.259,0.299,0.292
3/10/2012,129.979,27,4.5,24,0,0.416,0.162,0.259,0.299,0.292
4/10/2012,129.595,31.5,9.5,25,0,0.384,0.16,0.259,0.299,0.293
5/10/2012,129.237,21.5,8,23,0,0.358,0.157,0.259,0.299,0.293
6/10/2012,128.9,11.5,9.5,6,0.1,0.437,0.155,0.258,0.299,0.293
7/10/2012,140.205,16.5,3,19,14.2,2.895,0.229,0.267,0.302,0.294
8/10/2012,138.909,16.5,5.5,18,0,1.296,0.204,0.266,0.304,0.296
9/10/2012,138.133,18.5,3,22,0,0.776,0.196,0.264,0.305,0.298
10/10/2012,137.522,16,4,14,0.2,0.811,0.191,0.262,0.305,0.3
11/10/2012,136.862,14,4,10,0.9,1.421,0.186,0.261,0.304,0.301
12/10/2012,137.595,16.5,5.5,19,3.7,2.724,0.188,0.262,0.304,0.302
13/10/2012,136.715,19.5,6.5,16,0,0.585,0.183,0.261,0.303,0.302
14/10/2012,135.908,24,2,26,0,0.505,0.179,0.26,0.303,0.302
15/10/2012,135.175,31,10.5,13,0,0.451,0.175,0.26,0.302,0.302
16/10/2012,134.517,22,10.5,11,0,0.411,0.172,0.26,0.301,0.302
17/10/2012,133.934,20.5,3.5,24,0.8,1.18,0.169,0.259,0.301,0.302
18/10/2012,133.418,23,5,20,0,0.355,0.167,0.259,0.3,0.301
19/10/2012,132.963,31.5,10,23,0,0.335,0.164,0.259,0.3,0.301
20/10/2012,132.558,25.5,8,23,0,0.317,0.162,0.259,0.3,0.301
21/10/2012,132.195,21.5,8,25,0,0.302,0.16,0.259,0.3,0.3
22/10/2012,131.862,21,4.5,27,0,0.289,0.158,0.258,0.3,0.3
23/10/2012,131.554,24,6.5,23,0,0.278,0.156,0.258,0.3,0.3
24/10/2012,131.266,27,9.5,10,0,0.268,0.155,0.258,0.299,0.3
25/10/2012,130.992,23.5,14.5,20,0,0.259,0.153,0.258,0.299,0.3
26/10/2012,130.731,19,6.5,16,0,0.251,0.152,0.258,0.299,0.3
27/10/2012,130.481,20.5,5,24,0.1,0.343,0.15,0.258,0.299,0.3
28/10/2012,130.24,25.5,5.5,26,0,0.236,0.149,0.257,0.299,0.3
29/10/2012,130.007,29.5,9,24,0,0.23,0.147,0.257,0.299,0.3
30/10/2012,129.78,33,8.5,29,0,0.224,0.146,0.257,0.299,0.3
31/10/2012,129.56,35.5,13.5,15,0,0.219,0.145,0.257,0.298,0.3
1/11/2012,129.345,19.5,11.5,16,0.3,0.514,0.144,0.257,0.298,0.3
2/11/2012,125.267,21,7,20,0,4.077,0.104,0.256,0.298,0.3
3/11/2012,124.645,25,8.5,19,0,0.621,0.099,0.256,0.298,0.3
4/11/2012,124.06,33,8.5,25,0,0.585,0.094,0.256,0.298,0.3
5/11/2012,123.504,31,16.5,9,0,0.555,0.089,0.256,0.298,0.3
6/11/2012,122.975,26.5,18.5,10,0,0.529,0.085,0.256,0.298,0.3
7/11/2012,122.468,25,13,10,0.5,1.006,0.081,0.255,0.298,0.3
8/11/2012,122.303,26,9.5,27,0.1,0.586,0.077,0.255,0.297,0.3
9/11/2012,122.207,22,7,27,0,0.469,0.073,0.255,0.297,0.3
10/11/2012,122.11,24,4.5,30,0,0.453,0.07,0.255,0.297,0.3
11/11/2012,122.012,28.5,7.5,30,0,0.438,0.066,0.255,0.297,0.3
12/11/2012,121.912,30.5,15.5,26,0,0.425,0.063,0.255,0.297,0.3
13/11/2012,121.81,23.5,7,27,0,0.413,0.06,0.254,0.297,0.3
14/11/2012,121.707,27,7,26,0,0.402,0.057,0.254,0.297,0.3
15/11/2012,121.603,23,8,18,0,0.392,0.054,0.254,0.296,0.3
16/11/2012,121.498,22.5,9.5,26,0,0.382,0.051,0.254,0.296,0.3
17/11/2012,121.392,24.5,7,25,0,0.374,0.048,0.253,0.296,0.3
18/11/2012,121.285,23.5,6.5,27,0,0.365,0.046,0.253,0.296,0.3
19/11/2012,121.176,28,6,31,0,0.358,0.043,0.253,0.296,0.3
20/11/2012,121.067,30.5,11,26,0,0.335,0.041,0.253,0.296,0.3
21/11/2012,120.958,26.5,15.5,28,0,0.109,0.041,0.253,0.296,0.3
22/11/2012,120.85,27.5,7.5,30,0,0.109,0.041,0.252,0.296,0.3
23/11/2012,120.742,31,10.5,26,0,0.109,0.041,0.252,0.295,0.3
24/11/2012,120.634,35,13.5,24,0,0.108,0.041,0.252,0.295,0.3
25/11/2012,120.526,35,17.5,26,0,0.108,0.041,0.252,0.295,0.3
26/11/2012,120.419,30,14,20,0,0.108,0.041,0.251,0.295,0.3
27/11/2012,120.312,30.5,17,24,0.2,0.307,0.041,0.251,0.295,0.3
28/11/2012,120.205,36,15.5,29,0.1,0.207,0.041,0.251,0.295,0.3
29/11/2012,120.099,43,22,27,0,0.107,0.041,0.251,0.295,0.3
